ANO;MÊS;UNIDADE DA FEDERAÇÃO;PRODUTO;SEGMENTO;VENDAS
2018;MAI;ALAGOAS;GASOLINA C;CONSUMIDOR FINAL;18
2018;ABR;ALAGOAS;GASOLINA C;CONSUMIDOR FINAL;19,997
2018;NOV;PERNAMBUCO;GASOLINA C;CONSUMIDOR FINAL;264,963
2018;JUN;PERNAMBUCO;GASOLINA C;CONSUMIDOR FINAL;253,5
2018;MAI;PERNAMBUCO;GASOLINA C;CONSUMIDOR FINAL;246,463
2018;ABR;PERNAMBUCO;GASOLINA C;CONSUMIDOR FINAL;285,315
2018;JUL;PERNAMBUCO;GASOLINA C;CONSUMIDOR FINAL;263,5
2018;OUT;PERNAMBUCO;GASOLINA C;CONSUMIDOR FINAL;314,889
2018;SET;PERNAMBUCO;GASOLINA C;CONSUMIDOR FINAL;247,463
2018;AGO;PERNAMBUCO;GASOLINA C;CONSUMIDOR FINAL;207,5
2018;MAI;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;187,884
2018;ABR;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;145
2018;MAR;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;189,884
2018;JUN;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;183
2018;SET;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;139,768
2018;AGO;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;205
2018;JUL;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;155
2018;FEV;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;160
2018;SET;PIAUÍ;GASOLINA C;CONSUMIDOR FINAL;36
2018;AGO;PIAUÍ;GASOLINA C;CONSUMIDOR FINAL;29
2018;JUL;PIAUÍ;GASOLINA C;CONSUMIDOR FINAL;34
2018;OUT;PIAUÍ;GASOLINA C;CONSUMIDOR FINAL;24
2018;JAN;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;170
2018;DEZ;PIAUÍ;GASOLINA C;CONSUMIDOR FINAL;34
2018;NOV;PIAUÍ;GASOLINA C;CONSUMIDOR FINAL;29
2018;AGO;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;345
2018;JUL;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;300
2018;JUN;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;290
2018;SET;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;304,738
2018;DEZ;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;334,844
2018;NOV;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;295
2018;OUT;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;349,948
2018;MAI;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;339,948
2018;DEZ;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;147,942
2018;NOV;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;177,768
2018;OUT;CEARÁ;GASOLINA C;CONSUMIDOR FINAL;194,768
2018;JAN;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;224,896
2018;ABR;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;314,895
2018;MAR;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;354,948
2018;FEV;RIO GRANDE DO NORTE;GASOLINA C;CONSUMIDOR FINAL;269,948
2018;MAI;RORAIMA;GASOLINA C;CONSUMIDOR FINAL;25
2018;AGO;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;59033,13
2018;JUL;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;55675,29
2018;JUN;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;52704,11
2018;SET;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;55241,608
2018;DEZ;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;69233,422
2018;NOV;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;59127,871
2018;OUT;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;60205,149
2018;MAI;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;56790,416
2018;DEZ;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;332508,835
2018;NOV;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;288328,819
2018;OUT;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;284728,131
2018;JAN;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;57608,789
2018;ABR;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;62993,493
2018;MAR;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;66664,271
2018;FEV;MATO GROSSO DO SUL;GASOLINA C;POSTO REVENDEDOR;55483,608
2018;NOV;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;39073,776
2018;OUT;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;40264,403
2018;SET;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;38693,387
2018;DEZ;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;44457,759
2018;MAR;GOIÁS;GASOLINA C;POSTO REVENDEDOR;118275,807
2018;FEV;GOIÁS;GASOLINA C;POSTO REVENDEDOR;102737,854
2018;JAN;GOIÁS;GASOLINA C;POSTO REVENDEDOR;108815,936
2018;AGO;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;42697,001
2018;MAR;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;47616,141
2018;FEV;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;39855,15
2018;JAN;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;42895,971
2018;ABR;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;50435,437
2018;JUL;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;41236,223
2018;JUN;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;44397,62
2018;MAI;MATO GROSSO;GASOLINA C;POSTO REVENDEDOR;44847,729
2018;FEV;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;227806,597
2018;JAN;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;243017,448
2018;DEZ;PARANÁ;GASOLINA C;POSTO REVENDEDOR;228296,569
2018;MAR;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;248251,892
2018;JUN;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;218421,16
2018;MAI;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;191870,277
2018;ABR;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;232875,135
2018;NOV;PARANÁ;GASOLINA C;POSTO REVENDEDOR;198045,069
2018;JUN;PARANÁ;GASOLINA C;POSTO REVENDEDOR;198701,656
2018;MAI;PARANÁ;GASOLINA C;POSTO REVENDEDOR;207005,506
2018;ABR;PARANÁ;GASOLINA C;POSTO REVENDEDOR;234122,266
2018;JUL;PARANÁ;GASOLINA C;POSTO REVENDEDOR;196075,624
2018;OUT;PARANÁ;GASOLINA C;POSTO REVENDEDOR;193264,254
2018;SET;PARANÁ;GASOLINA C;POSTO REVENDEDOR;181730,802
2018;AGO;PARANÁ;GASOLINA C;POSTO REVENDEDOR;206216,35
2018;MAI;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;261354,852
2018;ABR;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;287557,579
2018;MAR;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;308197,646
2018;JUN;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;281870,575
2018;SET;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;276279,033
2018;AGO;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;291532,753
2018;JUL;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;261851,035
2018;FEV;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;276851,854
2018;SET;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;207568,091
2018;AGO;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;228407,966
2018;JUL;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;215905,277
2018;OUT;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;227760,403
2018;JAN;RIO GRANDE DO SUL;GASOLINA C;POSTO REVENDEDOR;295453,53
2018;DEZ;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;270249,797
2018;NOV;SANTA CATARINA;GASOLINA C;POSTO REVENDEDOR;234959
2018;ABR;GOIÁS;GASOLINA C;POSTO REVENDEDOR;111248,214
2018;SET;ACRE;GASOLINA C;CONSUMIDOR FINAL;65
2018;AGO;ACRE;GASOLINA C;CONSUMIDOR FINAL;30
2018;JUL;ACRE;GASOLINA C;CONSUMIDOR FINAL;13
2018;OUT;ACRE;GASOLINA C;CONSUMIDOR FINAL;67
2018;JAN;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;360,655
2018;DEZ;ACRE;GASOLINA C;CONSUMIDOR FINAL;5
2018;NOV;ACRE;GASOLINA C;CONSUMIDOR FINAL;12
2018;JUN;ACRE;GASOLINA C;CONSUMIDOR FINAL;28
2018;JAN;ACRE;GASOLINA C;CONSUMIDOR FINAL;50
2018;DEZ;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;9
2018;NOV;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;22,988
2018;FEV;ACRE;GASOLINA C;CONSUMIDOR FINAL;35
2018;MAI;ACRE;GASOLINA C;CONSUMIDOR FINAL;30
2018;ABR;ACRE;GASOLINA C;CONSUMIDOR FINAL;15
2018;MAR;ACRE;GASOLINA C;CONSUMIDOR FINAL;35
2018;DEZ;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;834,61
2018;NOV;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;599,907
2018;OUT;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;550,753
2018;JAN;RORAIMA;GASOLINA C;CONSUMIDOR FINAL;20
2018;ABR;RORAIMA;GASOLINA C;CONSUMIDOR FINAL;20
2018;MAR;RORAIMA;GASOLINA C;CONSUMIDOR FINAL;25
2018;FEV;RORAIMA;GASOLINA C;CONSUMIDOR FINAL;20
2018;SET;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;475,402
2018;ABR;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;1786,465
2018;MAR;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;446,633
2018;FEV;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;360,938
2018;MAI;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;401,971
2018;AGO;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;543,53
2018;JUL;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;387,65
2018;JUN;AMAZONAS;GASOLINA C;CONSUMIDOR FINAL;368,008
2018;MAR;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;110865,24
2018;FEV;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;89292,348
2018;JAN;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;91069,072
2018;ABR;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;100842,987
2018;JUL;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;83549
2018;JUN;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;94816
2018;MAI;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;89349,712
2018;DEZ;GOIÁS;GASOLINA C;POSTO REVENDEDOR;106690,972
2018;JUL;GOIÁS;GASOLINA C;POSTO REVENDEDOR;94502,88
2018;JUN;GOIÁS;GASOLINA C;POSTO REVENDEDOR;106659,306
2018;MAI;GOIÁS;GASOLINA C;POSTO REVENDEDOR;97932,184
2018;AGO;GOIÁS;GASOLINA C;POSTO REVENDEDOR;98176,132
2018;NOV;GOIÁS;GASOLINA C;POSTO REVENDEDOR;89912,754
2018;OUT;GOIÁS;GASOLINA C;POSTO REVENDEDOR;95299,7
2018;SET;GOIÁS;GASOLINA C;POSTO REVENDEDOR;87932,285
2018;JUN;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;12
2018;MAI;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;9,988
2018;ABR;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;16,994
2018;JUL;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;22
2018;OUT;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;12
2018;SET;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;24,994
2018;AGO;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;15
2018;MAR;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;15
2018;OUT;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;78806,426
2018;SET;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;74528,443
2018;AGO;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;88596,802
2018;NOV;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;85888,736
2018;FEV;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;21,994
2018;JAN;RONDÔNIA;GASOLINA C;CONSUMIDOR FINAL;5
2018;DEZ;DISTRITO FEDERAL;GASOLINA C;POSTO REVENDEDOR;100117,964
2019;JAN;RONDÔNIA;GASOLINA C;TRR;0
2019;DEZ;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;244
2019;NOV;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;272
2019;FEV;RONDÔNIA;GASOLINA C;TRR;0
2019;MAI;RONDÔNIA;GASOLINA C;TRR;0
2019;ABR;RONDÔNIA;GASOLINA C;TRR;0
2019;MAR;RONDÔNIA;GASOLINA C;TRR;0
2019;OUT;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;268
2019;MAI;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;210
2019;ABR;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;236
2019;MAR;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;278
2019;JUN;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;275
2019;SET;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;257
2019;AGO;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;253
2019;JUL;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;217
2019;ABR;ACRE;GASOLINA C;TRR;0
2019;MAR;ACRE;GASOLINA C;TRR;0
2019;FEV;ACRE;GASOLINA C;TRR;0
2019;MAI;ACRE;GASOLINA C;TRR;0
2019;AGO;ACRE;GASOLINA C;TRR;0
2019;JUL;ACRE;GASOLINA C;TRR;0
2019;JUN;ACRE;GASOLINA C;TRR;0
2019;JAN;ACRE;GASOLINA C;TRR;0
2019;AGO;RONDÔNIA;GASOLINA C;TRR;0
2019;JUL;RONDÔNIA;GASOLINA C;TRR;0
2019;JUN;RONDÔNIA;GASOLINA C;TRR;0
2019;SET;RONDÔNIA;GASOLINA C;TRR;0
2019;DEZ;RONDÔNIA;GASOLINA C;TRR;0
2019;NOV;RONDÔNIA;GASOLINA C;TRR;0
2019;OUT;RONDÔNIA;GASOLINA C;TRR;0
2019;JUL;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;364,5
2019;JUN;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;221,88
2019;MAI;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;317,5
2019;AGO;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;300,627
2019;NOV;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;303,5
2019;OUT;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;342,5
2019;SET;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;225,5
2019;ABR;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;391
2019;NOV;MATO GROSSO DO SUL;GASOLINA C;CONSUMIDOR FINAL;138
2019;OUT;MATO GROSSO DO SUL;GASOLINA C;CONSUMIDOR FINAL;125
2019;SET;MATO GROSSO DO SUL;GASOLINA C;CONSUMIDOR FINAL;165
2019;DEZ;MATO GROSSO DO SUL;GASOLINA C;CONSUMIDOR FINAL;94
2019;MAR;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;347
2019;FEV;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;324
2019;JAN;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;329
2019;OUT;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;389
2019;SET;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;375,5
2019;AGO;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;323
2019;NOV;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;372
2019;FEV;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;251
2019;JAN;DISTRITO FEDERAL;GASOLINA C;CONSUMIDOR FINAL;227
2019;DEZ;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;298,5
2019;JUL;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;385,5
2019;FEV;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;387
2019;JAN;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;362
2019;DEZ;MATO GROSSO;GASOLINA C;CONSUMIDOR FINAL;279,5
2019;MAR;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;362
2019;JUN;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;320,5
2019;MAI;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;385
2019;ABR;GOIÁS;GASOLINA C;CONSUMIDOR FINAL;379,5
2019;SET;ACRE;GASOLINA C;TRR;0
2019;FEV;AMAPÁ;GASOLINA C;TRR;0
2019;JAN;AMAPÁ;GASOLINA C;TRR;0
2019;DEZ;PARÁ;GASOLINA C;TRR;2004,873
2019;MAR;AMAPÁ;GASOLINA C;TRR;0
2019;JUN;AMAPÁ;GASOLINA C;TRR;0
2019;MAI;AMAPÁ;GASOLINA C;TRR;0
2019;ABR;AMAPÁ;GASOLINA C;TRR;0
2019;NOV;PARÁ;GASOLINA C;TRR;1631,309
2019;JUN;PARÁ;GASOLINA C;TRR;1418,482
2019;MAI;PARÁ;GASOLINA C;TRR;1371,57
2019;ABR;PARÁ;GASOLINA C;TRR;1705,155
2019;JUL;PARÁ;GASOLINA C;TRR;1760,059
2019;OUT;PARÁ;GASOLINA C;TRR;1604,631
2019;SET;PARÁ;GASOLINA C;TRR;1712,462
2019;AGO;PARÁ;GASOLINA C;TRR;1494,634
2019;MAI;TOCANTINS;GASOLINA C;TRR;95
2019;ABR;TOCANTINS;GASOLINA C;TRR;98
2019;MAR;TOCANTINS;GASOLINA C;TRR;85
2019;JUN;TOCANTINS;GASOLINA C;TRR;85
2019;SET;TOCANTINS;GASOLINA C;TRR;95
2019;AGO;TOCANTINS;GASOLINA C;TRR;112
2019;JUL;TOCANTINS;GASOLINA C;TRR;133
2019;FEV;TOCANTINS;GASOLINA C;TRR;85
2019;SET;AMAPÁ;GASOLINA C;TRR;0
2019;AGO;AMAPÁ;GASOLINA C;TRR;0
2019;JUL;AMAPÁ;GASOLINA C;TRR;0
2019;OUT;AMAPÁ;GASOLINA C;TRR;0
2019;JAN;TOCANTINS;GASOLINA C;TRR;106
2019;DEZ;AMAPÁ;GASOLINA C;TRR;0
2019;NOV;AMAPÁ;GASOLINA C;TRR;0
2019;AGO;AMAZONAS;GASOLINA C;TRR;50
2019;JUL;AMAZONAS;GASOLINA C;TRR;30
2019;JUN;AMAZONAS;GASOLINA C;TRR;20
2019;SET;AMAZONAS;GASOLINA C;TRR;40
2019;DEZ;AMAZONAS;GASOLINA C;TRR;10
2019;NOV;AMAZONAS;GASOLINA C;TRR;15
2019;OUT;AMAZONAS;GASOLINA C;TRR;20
2019;MAI;AMAZONAS;GASOLINA C;TRR;45
2019;DEZ;ACRE;GASOLINA C;TRR;0
2019;NOV;ACRE;GASOLINA C;TRR;0
2019;OUT;ACRE;GASOLINA C;TRR;0
2019;JAN;AMAZONAS;GASOLINA C;TRR;0
2019;ABR;AMAZONAS;GASOLINA C;TRR;10
2019;MAR;AMAZONAS;GASOLINA C;TRR;0
2019;FEV;AMAZONAS;GASOLINA C;TRR;0
2019;NOV;RORAIMA;GASOLINA C;TRR;0
2019;OUT;RORAIMA;GASOLINA C;TRR;0
2019;SET;RORAIMA;GASOLINA C;TRR;0
2019;DEZ;RORAIMA;GASOLINA C;TRR;0
2019;MAR;PARÁ;GASOLINA C;TRR;2004,505
2019;FEV;PARÁ;GASOLINA C;TRR;1758,169
2019;JAN;PARÁ;GASOLINA C;TRR;2334,749
2019;AGO;RORAIMA;GASOLINA C;TRR;0
2019;MAR;RORAIMA;GASOLINA C;TRR;0
2019;FEV;RORAIMA;GASOLINA C;TRR;0
2019;JAN;RORAIMA;GASOLINA C;TRR;0
2019;ABR;RORAIMA;GASOLINA C;TRR;0
2019;JUL;RORAIMA;GASOLINA C;TRR;0
2019;JUN;RORAIMA;GASOLINA C;TRR;0
2019;MAI;RORAIMA;GASOLINA C;TRR;0
2019;AGO;MATO GROSSO DO SUL;GASOLINA C;CONSUMIDOR FINAL;161
2019;NOV;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2362,31
2019;OUT;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2469,533
2019;SET;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2315,258
2019;DEZ;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2040,431
2019;MAR;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;290,5
2019;FEV;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;280
2019;JAN;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;207
2019;AGO;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2249,377
2019;MAR;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;1793,68
2019;FEV;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2309,84
2019;JAN;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2293,412
2019;ABR;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2138,115
2019;JUL;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2300,463
2019;JUN;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2133,101
2019;MAI;MINAS GERAIS;GASOLINA C;CONSUMIDOR FINAL;2343,161
2019;FEV;RIO DE JANEIRO;GASOLINA C;CONSUMIDOR FINAL;2059,942
2019;JAN;RIO DE JANEIRO;GASOLINA C;CONSUMIDOR FINAL;2134,548
2019;DEZ;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;542
2019;MAR;RIO DE JANEIRO;GASOLINA C;CONSUMIDOR FINAL;2019,787
2019;JUN;RIO DE JANEIRO;GASOLINA C;CONSUMIDOR FINAL;1851,645
2019;MAI;RIO DE JANEIRO;GASOLINA C;CONSUMIDOR FINAL;2242,296
2019;ABR;RIO DE JANEIRO;GASOLINA C;CONSUMIDOR FINAL;2171,721
2019;NOV;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;500
2019;JUN;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;312
2019;MAI;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;285
2019;ABR;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;232,5
2019;JUL;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;610,5
2019;OUT;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;610
2019;SET;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;497
2019;AGO;ESPÍRITO SANTO;GASOLINA C;CONSUMIDOR FINAL;594,5
2019;MAI;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;25
2019;ABR;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;31
2019;MAR;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;25
2019;JUN;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;30
2019;SET;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;25
2019;AGO;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;38
2019;JUL;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;33
2019;FEV;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;40
2019;SET;ALAGOAS;GASOLINA C;CONSUMIDOR FINAL;20
2019;AGO;ALAGOAS;GASOLINA C;CONSUMIDOR FINAL;22
2019;JUL;ALAGOAS;GASOLINA C;CONSUMIDOR FINAL;10
2019;OUT;ALAGOAS;GASOLINA C;CONSUMIDOR FINAL;12
2019;JAN;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;50
2019;DEZ;ALAGOAS;GASOLINA C;CONSUMIDOR FINAL;15
2019;NOV;ALAGOAS;GASOLINA C;CONSUMIDOR FINAL;15
2019;AGO;BAHIA;GASOLINA C;CONSUMIDOR FINAL;522,5
2019;JUL;BAHIA;GASOLINA C;CONSUMIDOR FINAL;663
2019;JUN;BAHIA;GASOLINA C;CONSUMIDOR FINAL;567,5
2019;SET;BAHIA;GASOLINA C;CONSUMIDOR FINAL;585,5
2019;DEZ;BAHIA;GASOLINA C;CONSUMIDOR FINAL;541
2019;NOV;BAHIA;GASOLINA C;CONSUMIDOR FINAL;598
2019;OUT;BAHIA;GASOLINA C;CONSUMIDOR FINAL;683
2019;MAI;BAHIA;GASOLINA C;CONSUMIDOR FINAL;606
2019;DEZ;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;48
2019;NOV;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;40
2019;OUT;SERGIPE;GASOLINA C;CONSUMIDOR FINAL;55
2019;JAN;BAHIA;GASOLINA C;CONSUMIDOR FINAL;634
2019;ABR;BAHIA;GASOLINA C;CONSUMIDOR FINAL;635
2019;MAR;BAHIA;GASOLINA C;CONSUMIDOR FINAL;584
2019;FEV;BAHIA;GASOLINA C;CONSUMIDOR FINAL;603
2019;JUL;RIO DE JANEIRO;GASOLINA C;CONSUMIDOR FINAL;2401,076
2019;DEZ;SANTA CATARINA;GASOLINA C;CONSUMIDOR FINAL;310,5
2019;NOV;SANTA CATARINA;GASOLINA C;CONSUMIDOR FINAL;286
2019;OUT;SANTA CATARINA;GASOLINA C;CONSUMIDOR FINAL;281,997
2019;JAN;RIO GRANDE DO SUL;GASOLINA C;CONSUMIDOR FINAL;256
2019;ABR;RIO GRANDE DO SUL;GASOLINA C;CONSUMIDOR FINAL;290,06
2019;MAR;RIO GRANDE DO SUL;GASOLINA C;CONSUMIDOR FINAL;221,044
2019;FEV;RIO GRANDE DO SUL;GASOLINA C;CONSUMIDOR FINAL;220,452
2019;SET;SANTA CATARINA;GASOLINA C;CONSUMIDOR FINAL;255
2019;ABR;SANTA CATARINA;GASOLINA C;CONSUMIDOR FINAL;272,5
2019;MAR;SANTA CATARINA;GASOLINA C;CONSUMIDOR FINAL;261
2019;FEV;SANTA CATARINA;GASOLINA C;CONSUMIDOR FINAL;257,5
2019;MAI;SANTA CATARINA;GASOLINA C;CONSUMIDOR FINAL;264,5
